1.227319479990716289e+01,1.590932390747643765e+01,1.527266344309260937e+01,1.055130848222820106e+01,1.029458336202914204e+01,1.018309308983517703e+01,1.311532493579902159e+01,1.663147297552195880e+01,9.381714369092181149e-01,9.360571388260239267e-01,9.356579633211542513e-01,1.602099038796842123e+01,9.346720868811325689e-01,9.349002372463047550e+00,9.311164051079567017e+00,1.031277568673255196e+01,7.613231853382180780e+00,1.150215885604958821e+01,1.292642683430253570e+01,1.036978944954675264e+01
1.317378242967935265e+01,1.202332846569540159e+01,1.593137809675921268e+01,1.070965956066494940e+01,8.985228688244788486e+00,9.185713119883279987e+00,1.016411007460050797e+01,9.425642123915665138e-01,9.383670067009348692e-01,9.352268635815847997e-01,6.322902122150413362e+00,1.062822507950052042e+01,6.323503378289579757e+00,1.065194077073042678e+01,1.753307415008319836e+01,1.937635985904140057e+01,6.322724950031189728e+00,7.567607972815438622e+00,1.036331541305761306e+01,6.322470089625296552e+00
1.589186493424988811e+01,1.432913756491190682e+01,1.353203379178425969e+01,1.623747436686230117e+01,1.031496406891729656e+01,1.307176046891303756e+01,6.333599653829041110e+00,8.069381243126137804e+00,1.711657020694794795e+01,9.363095279307118712e-01,9.353259474584419975e-01,9.351347468954891440e-01,9.348184453015981887e-01,9.358295785188591731e-01,9.325839005637133639e+00,6.321928350373733352e+00,6.322123017465008488e+00,1.103267449106485110e+01,6.322465696126024604e+00,6.322212337056972054e+00
1.565936353631166078e+01,1.538767548783062544e+01,1.523592785002651340e+01,1.154330261049822326e+01,1.438895436068909994e+01,8.469342095124963166e+00,9.671846141508220196e-01,1.312314069513574033e+01,6.323281487750773699e+00,6.323656251011983365e+00,6.322827903118304782e+00,6.322984250748064916e+00,6.323447789219240001e+00,6.323637952404387974e+00,1.111813074417760205e+01,6.322337449149967981e+00,6.322189160258123053e+00,6.322464517548578300e+00,1.030322699773014961e+01,1.159718742983960205e+01
1.237656080912260137e+01,1.590865490329317389e+01,1.621954602970793147e+01,1.693085743157446288e+01,1.317543163041552923e+01,1.834233256502523801e+01,1.697363953713124829e+01,1.786497967742149839e+01,1.505019656152853003e+01,1.259882917343651521e+01,1.259905042662781760e+01,1.259888861778630442e+01,1.259932817792915216e+01,1.259869401260852939e+01,1.312745378046318123e+01,6.322495427801482215e+00,6.322318147594525151e+00,6.321917062631490225e+00,6.322183992699935473e+00,7.593397537241318496e+00
1.239581045344659671e+01,1.623423457557293403e+01,1.518705857144149540e+01,1.530272421186999665e+01,7.132962658064831984e+00,1.622315255601021278e+01,1.832039488918467640e+01,1.282708329421335947e+01,1.101927908775865461e+01,1.832330033519941281e+01,2.223057289291022087e+01,1.259914787026352201e+01,1.259945805060344881e+01,1.356317246546133326e+01,1.702577403484800556e+01,1.887856599731126650e+01,1.914347655246045221e+01,2.027630324860228939e+01,1.887824123496547912e+01,2.150419047803165284e+01
1.435954271728350662e+01,1.377073383355465985e+01,1.222389715020403855e+01,7.197536499312557901e+00,7.181322379190178573e+00,1.200724350244301064e+01,8.972273719818486981e+00,1.018083874317162163e+01,9.923655962294279931e+00,9.362903850650587945e-01,9.364758665629954182e-01,9.334467117097819955e-01,9.350495007890173849e-01,9.448228304379060916e+00,1.239255623261600192e+01,6.322173188808963396e+00,6.322691332596343194e+00,6.322055527299871081e+00,6.321813849615884884e+00,1.594567203855675608e+01
1.574231995479504853e+01,1.395332473701671994e+01,1.295193056226354322e+01,1.456456068345129751e+01,1.365837054180279964e+01,8.754170233362938092e+00,5.962535325566851618e+00,1.603195818987294885e+01,7.719723461303209078e+00,1.529802506643079596e+01,6.322831473635491584e+00,6.323536131627830237e+00,6.323219179133297452e+00,1.259532686070737206e+01,1.889881059842541333e+01,6.322279869796316731e+00,6.322608760236237302e+00,1.585737094526106361e+01,1.034447423127323162e+01,1.104511069143462265e+01
1.520072532888841010e+01,1.516330151770910639e+01,1.626891911915934230e+01,1.625885271660935771e+01,1.973617475948211819e+01,2.032798793821179828e+01,2.002418625206341929e+01,1.260091260841670646e+01,1.366136711823403260e+01,1.259819321221401189e+01,1.259863102624941966e+01,1.259921885178774126e+01,1.259886066363022117e+01,1.259897428753552084e+01,1.259854492367068168e+01,1.369043543014668707e+01,1.259746905496498925e+01,1.523581876712643179e+01,1.259767201659148483e+01,1.700321822301495800e+01
1.239435583227947824e+01,1.538487212838151308e+01,1.527636922314381707e+01,1.245919543076982450e+01,1.349755020875451628e+01,1.305149979571593555e+01,1.888607431073012322e+01,1.093607128755087921e+01,8.996713130237850464e+00,9.894391165002764055e+00,9.349714548698940808e-01,9.879717000041431163e+00,6.324230254019299835e+00,6.323269570538493589e+00,1.388424540070365332e+01,9.340107491086934166e-01,8.543855631265561357e+00,9.347399536682258203e-01,6.321908932884355181e+00,6.321830357393307231e+00
