1.752260248874889115e+01,1.727757391623476124e+01,1.753224214772502165e+01,1.794435312145026629e+01,1.752216469317750480e+01,1.224636571092542958e+01,1.022620699725019477e+01,1.245131395495077697e+01,1.287137007358711038e+01,1.263564551792400081e+01,1.656916321221527610e+01,1.683429065444815365e+01,1.678654333301325607e+01,1.670799210806623236e+01,1.685889634763573852e+01,1.682940038227671309e+01,1.282938205578468072e+01,1.298392855496760845e+01,1.337438766967608039e+01,7.661469275188039774e+00,8.071366722088850310e+00,9.582872756673614489e+00,1.307497118511379952e+01,1.340162396627785313e+01,8.118509235165793925e+00,8.303040738990219438e+00,8.141117799234001140e+00,8.465574742840736633e+00
8.074997424672689661e+00,8.571583367440476664e+00,8.684859965282324623e+00,8.498369852857402762e+00,8.382687267164220302e+00,1.281956811415451014e+01,1.301973982849004585e+01,1.351157942147892754e+01,1.380593304471871718e+01,1.385692712297281304e+01,1.436508122845818569e+01,9.406850515031385029e+00,1.548030072322533357e+01,1.269350468030366130e+01,1.333869960341096395e+01,1.310851877364615703e+01,1.090924863075448314e+01,1.464046250425641560e+01,6.546325031373553038e+00,5.803913193817585636e+00,7.269015563525986767e-01,7.412114087941551466e-01,1.228321409920492657e+00,2.709061174736001387e+00,4.637522626130491155e+00,4.886262591515186493e+00,4.906154731596364726e+00,4.793922169956869261e+00
1.585915871589047654e+01,1.580783445891699657e+01,1.254997520283484214e+01,1.365641511701409350e+01,1.461347063410654812e+01,1.496978351946694197e+01,1.498571412323958718e+01,5.972969599084431813e+00,1.502687646615229689e+01,1.483626881562832622e+01,1.431418085107808480e+01,9.038310339969765295e+00,1.036751682090852533e+01,9.113373017121521258e+00,7.407569515910023661e+00,9.330359947846572410e+00,5.478610479574412828e+00,4.438627994526557430e+00,3.667270414736162110e+00,3.832687253948891204e+00,5.537951510325766158e+00,5.564680592760749889e+00,5.586162553912230599e+00,1.110726023071820912e+01,1.076960515669572338e+01,1.062647931964796655e+01,1.150101994750541401e+01,1.115611382864963019e+01
5.650061447458385899e+00,7.111507700106333374e+00,6.637708915184728831e+00,6.419259678387733814e+00,6.542686317989811151e+00,9.487706627680362104e+00,1.647015183317252962e+01,1.366860177836028178e+01,1.417559196966113966e+01,1.105320574065165395e+01,1.337256872388955742e+01,1.351656265625685016e+01,1.434894542976258158e+01,1.423479123014969794e+01,1.497120129660639520e+01,1.629381807429007267e+01,1.631578908996399591e+01,1.649273316625075125e+01,2.004027968917647939e+01,1.999303529854859107e+01,2.003646475739031274e+01,2.036021794972648635e+01,2.037225687410330366e+01,1.399631975283015350e+01,1.882698048914828703e+01,1.418542971638497541e+01,1.853710785658744697e+01,1.368514288114835331e+01
1.348968793630469420e+01,1.324314016737227107e+01,1.374991208156738409e+01,1.319220403248458062e+01,1.373127658561195830e+01,1.375707267540254719e+01,1.389071556353743020e+01,1.366970008943839865e+01,1.353445993523533986e+01,1.403153126033347142e+01,1.864246239154893203e+01,1.891797467313499936e+01,2.094461852107948729e+01,2.077149297337061284e+01,2.015514139691106976e+01,1.786452232442772470e+01,1.097076296722706346e+01,7.903773114625991525e+00,8.059082341018658724e+00,1.358438998868543202e+01,1.376236631222311146e+01,1.504059434548655716e+01,1.266888592277260805e+01,1.254173834345354699e+01,1.083491703489812252e+01,8.848304560430307220e+00,1.498273679756008114e+01,1.464266369823899794e+01
1.927741104147417772e+01,1.945801025609146606e+01,1.975857795426533414e+01,1.565348432383192545e+01,1.589072802233650883e+01,1.438384944120239162e+01,1.414152726180128461e+01,1.243394586868585705e+01,1.046454470516271051e+01,5.037836022052314178e+00,7.405366504254828008e+00,7.181309604697024618e+00,8.726568960538948261e+00,6.725392269816885538e+00,5.361382616445514948e+00,5.941112087752330240e+00,7.737705021870216804e+00,1.378869714700591942e+01,1.380791858983257470e+01,1.301389150525563565e+01,1.706457875483851083e+01,1.711238376387955284e+01,1.736844960026408557e+01,2.370415804061175180e+01,9.596261282074063814e+00,9.824053950794688461e+00,7.943794006251483353e+00,7.535368097595745773e+00
8.783428226648020143e+00,8.170567700733876393e+00,8.670888427129812115e+00,9.109439647006068341e+00,1.215811878108383048e+01,1.498665935774687696e+01,1.286963845266513928e+01,1.263998207691322584e+01,1.313612792532423867e+01,1.357513867585412726e+01,1.314762741298049598e+01,1.518268298784366976e+01,1.513973624513027261e+01,1.478325536389308503e+01,1.024638457975301797e+01,1.264817572310968252e+01,1.035152751056285325e+01,1.203424174282074155e+01,1.337559294708883506e+01,1.985601666359028528e+01,1.973637331469716472e+01,1.834201394297779686e+01,9.995552761065230385e+00,9.833719023652554014e+00,9.411905375098248427e+00,1.511388899397628105e+00,1.415102017557575032e+00,1.705197199177493017e+00
1.297766937542905907e+01,1.334577737656022833e+01,1.251231143648505295e+01,1.154520709396458322e+01,9.558782721271397165e+00,9.240997399188321637e+00,9.715886896330633959e+00,9.192977393032206734e+00,9.220412271432717688e+00,9.743812407085828298e+00,9.503749464357992949e+00,9.583820408803829238e+00,9.295237924850784594e+00,1.080334193999428827e+01,1.094961915858665336e+01,1.182210119908613066e+01,1.233073209437210238e+01,1.248098222910706134e+01,1.200228115084490277e+01,1.645125848487592535e+01,1.669108540675744123e+01,1.345150932115844711e+01,1.061111532692099502e+01,3.543905186865013324e+00,1.484409136930402262e+01,1.534618070677007395e+01,1.537338991670641697e+01,1.299552888138312312e+01
1.271378818252016352e+01,1.118370234254398810e+01,1.102955992148941711e+01,8.083285110615801017e+00,7.389071652426893344e+00,7.544505096006562717e+00,1.526632324430599041e+01,1.492224677452025361e+01,2.001691604320582840e+01,2.022537377432111327e+01,2.265922191258503915e+01,2.238839464091318021e+01,2.261178259930936463e+01,2.341333049660176613e+01,2.350984454650314959e+01,2.413635443284277216e+01,2.349988101402356477e+01,2.418731508649167594e+01,2.389848497321727550e+01,2.344114367152254275e+01,1.942597807623936035e+01,2.227709678855415376e+01,2.243157236008772415e+01,2.232584945121568509e+01,2.240154406678514221e+01,2.207645978345366444e+01,2.250805260313762091e+01,2.832316045856913789e+01
1.609347917640511128e+01,1.582136382838147703e+01,1.395513735529706167e+01,1.404809018185906311e+01,1.348302079739718629e+01,1.393885949638804433e+01,1.387021753730257245e+01,1.243085449783789898e+01,1.074286954249066284e+01,1.749484473188760347e+01,1.848749262877839783e+01,1.844494444656054810e+01,1.862065171703769551e+01,2.058414818311617722e+01,2.192610672619912293e+01,1.865820988240286127e+01,1.321268232188308467e+01,1.316502274236958137e+01,1.254675351459766652e+01,1.415246269279426272e+01,6.238300881649863072e+00,6.428130804356027461e+00,9.952124664997647585e+00,9.532720882234521298e+00,9.658689383980352261e+00,8.925003683865746495e+00,6.110626295667610286e+00,5.792089905476005995e+00
