1.459478392065117447e+01,1.512228521118895408e+01,1.508235257183221201e+01,1.481056820135115082e+01,1.504804326942178072e+01,1.421882514968980260e+01,1.121966482924715436e+01,1.110718396988601420e+01,1.327290533452507937e+01,1.285013173302557909e+01,9.029330444378818044e+00,1.327020724855589506e+01,1.304064640293813326e+01,1.566667569612630651e+01,1.579060482195243331e+01,1.515637811644984900e+01,1.542369044808508427e+01,1.653868172745266918e+01,1.745708038995442735e+01,1.589222646795576566e+01
1.084554106468528722e+01,1.055267772081748134e+01,9.844819539148064180e+00,1.164102128634862332e+01,1.173789625943132719e+01,1.118415188082392397e+01,9.813132906427991742e+00,1.018438726407463335e+01,9.306848372779821688e+00,1.006570690514238819e+01,1.021688588658897423e+01,1.009758085400371463e+01,6.253742096379747650e+00,5.705373535367064264e+00,2.213411937096416260e+00,1.022098888002376782e+01,4.251531125450060067e+00,4.528692116910455923e+00,3.866835909324670695e+00,3.688657361103139021e+00
9.943371556513234566e+00,9.281376820645308001e+00,9.315716625535507944e+00,1.011814964456829991e+01,1.213827384304686774e+01,1.291251803179937596e+01,1.308607008571877905e+01,1.324193354507477771e+01,1.338363424687880432e+01,1.336719203527936806e+01,1.346457894728862215e+01,1.336077129652240281e+01,1.276329230677185045e+01,1.355063525451049422e+01,1.307426734147625780e+01,1.465690373070730423e+01,1.489590922116059524e+01,1.507499232107467790e+01,1.145191780813014759e+01,1.120703519335267373e+01
1.564593386673337072e+01,1.596841239054009165e+01,1.503577875902525030e+01,1.501394082687046883e+01,1.470928770075324188e+01,1.434823414284440624e+01,1.405248321483454355e+01,1.374056149943914384e+01,1.397432706280756420e+01,1.767739830903398968e+01,1.738273833955183889e+01,1.780583285460314613e+01,1.830968377574998485e+01,1.817792000893669524e+01,1.787818275947539348e+01,1.048350742781403433e+01,1.024791646155814639e+01,1.586049698159246724e+01,1.566108781793355043e+01,1.383357440141546491e+01
1.386289431702346597e+01,1.404622239233399839e+01,1.341952986515444479e+01,1.412948793392738445e+01,1.378506015711990784e+01,1.385992008641532713e+01,1.430571448778992050e+01,1.404409139360259928e+01,1.349120538131213465e+01,1.373317658127790608e+01,1.391516283478238236e+01,1.290563856796910969e+01,1.379252252214907948e+01,1.367881806994091676e+01,1.298925487915828825e+01,1.095851417984125753e+01,1.355664496728018165e+01,1.032208384574101068e+01,1.052857956736498757e+01,1.043235811225466669e+01
1.657362052116646822e+01,1.586559660642420866e+01,1.610231367576764683e+01,1.638947342631712800e+01,1.592082669331356293e+01,1.597716488481063912e+01,1.608915244142851364e+01,1.598281702029173168e+01,1.605005386964562319e+01,1.045546483734462484e+01,8.073935539306519971e+00,1.031236196608875133e+01,1.056674483799626785e+01,1.133219223277344589e+01,1.108683021396569224e+01,9.545966918534611878e+00,8.658565600847836663e+00,8.162791378203083426e+00,1.120737151867140291e+01,1.069979833054797425e+01
1.325790574125718990e+01,1.342421954949952934e+01,1.387011707931517890e+01,1.397579668056767055e+01,1.399234600957599817e+01,1.410054645709782761e+01,1.396354226760445094e+01,1.349690643481381436e+01,1.343411270551662007e+01,1.366494439904985470e+01,1.348716196450498117e+01,1.371236553183338280e+01,1.391699058829781599e+01,1.390005055285107005e+01,1.341192060181119672e+01,1.379207075922161074e+01,1.398712486007599587e+01,1.797336493553170556e+01,1.791928734241001209e+01,1.804038906605805082e+01
1.720746531212328989e+01,1.678917154378305554e+01,9.329557279162415284e+00,9.145656179909298800e+00,9.172220075187077271e+00,9.480743019044846065e+00,8.633519699607225206e+00,8.686843854372442664e+00,8.778827514994933523e+00,8.300604517283566963e+00,8.970095595625764417e+00,8.530222531933938868e+00,9.336064625396673478e+00,5.550870548825908912e+00,5.584724268894219357e+00,3.982539443912540111e+00,4.388410431935281686e+00,1.510334912311012623e+01,1.374156848114857965e+01,1.116460949555316695e+01
9.268078845109306130e+00,1.496656424802853103e+01,1.562462843871586493e+01,1.554861918281068256e+01,1.553640040193014293e+01,1.531343775029818310e+01,1.641250501255015948e+01,2.134642115516665584e+01,2.109504896437662680e+01,2.098350282624339869e+01,1.598219537100226439e+01,1.630548361324019169e+01,2.120081393594988484e+01,1.408891035278183068e+01,1.338832657643497370e+01,1.345415533545824438e+01,1.329534758256433769e+01,1.332741057727128897e+01,6.375531753542709623e+00,6.441120043238465875e+00
1.375862150612380930e+01,1.343167823719565313e+01,1.415307172981732542e+01,1.405503829726328746e+01,1.393094946370125164e+01,1.172123238888306496e+01,1.462876024268990349e+01,5.445466746635355904e+00,4.906229494072889885e+00,6.722060665544312918e+00,7.207359720308165407e+00,4.236074259248073126e+00,2.748120502081437877e+00,3.521629656467847536e+00,3.492919544850582092e+00,3.790537724219005700e+00,5.999068332870100662e+00,5.705732016499148074e+00,5.668126521444117216e+00,3.790383057674462375e+00
6.674308770106218702e+00,1.061885510901386098e+01,1.082198144728998912e+01,1.083998350669840427e+01,1.035403397220080812e+01,1.067312703674863883e+01,1.116181813714270632e+01,1.095119084331316550e+01,1.161165339397387619e+01,1.736758253406011576e+01,1.719881191729089309e+01,1.519065168003452015e+01,1.516780332096275963e+01,9.775974841394011960e+00,1.148258480672345172e+01,4.276604785246114204e+00,5.340173436303701671e+00,1.837867225033285923e+00,2.185770128220200448e+00,4.407124566368711527e+00
