1.347601504473551692e+01,1.319504820029472469e+01,1.208186815691457383e+01,1.308027352535841814e+01,1.353808192709349356e+01,1.335700778398244282e+01,1.431024229385944047e+01,1.431047936607534687e+01,1.185888815732506885e+01,7.997971856631951759e+00,9.386305796113736832e+00,9.428540067591509199e+00,8.067712563665976333e+00,9.363097789615465460e-01,9.355557268038632301e-01,7.753839556724004822e+00,9.349237217628229013e-01,9.335521142472827938e-01,4.743515684900101448e+00,9.436881444359071835e+00,9.278035836575032391e+00,9.255379107376242587e+00,9.344580435436112831e-01,6.322148496291833730e+00,1.039504602617644302e+01,1.123406681841055210e+01,7.566026126809165753e+00,6.322114801578345045e+00
1.316702167326490169e+01,1.818017346583605587e+01,1.672377051968429029e+01,1.873282264881872905e+01,1.676206969328860552e+01,1.886953276299088245e+01,1.598489852096295394e+01,1.068252652768488709e+01,1.213792097699143291e+01,6.332609787988187300e+00,5.470623946412303873e+00,8.059552198165166104e+00,5.658417076105388688e+00,7.846795784667960127e+00,9.360803114434812500e-01,9.361632702761816249e-01,9.352628628546810763e-01,9.344488562105107698e-01,9.348207427129533453e-01,9.353991990107453081e-01,8.106072058648159384e+00,8.136713187496791733e+00,1.140646138802300413e+01,6.322222546827053868e+00,1.032666063831813474e+01,6.321917569000346404e+00,1.575735091606135185e+01,1.514781688573689244e+01
1.320693727387020999e+01,1.591839022169511075e+01,1.592119378363135418e+01,1.827663911361777593e+01,1.607828748941173558e+01,1.513177742092620193e+01,9.021282517550591962e+00,1.026834854221304383e+01,9.842673165753232922e+00,1.602528432401017611e+01,5.228377354525218124e+00,9.374902771123376777e-01,9.382026150999493996e-01,1.601486277572909955e+01,9.359688541735116107e-01,9.344233003141143579e-01,9.337776234105976680e-01,9.350834978299811251e-01,9.347726528324300510e-01,1.342679031433680725e+00,5.643841569070794151e+00,9.342256878470682757e-01,6.322687020501748911e+00,6.322187843050927292e+00,6.322676054527403444e+00,6.322329420930435262e+00,6.322179339226796202e+00,6.322061607926861448e+00
1.317672780762713991e+01,1.431914661303100011e+01,1.023113053593696975e+01,1.300243801658821674e+01,1.257019485455757746e+01,1.513110716341609141e+01,1.475616877322421949e+01,9.201004172599605013e+00,1.609835702639866284e+01,9.863388928970117320e+00,8.039042423290533534e+00,9.379502969354721609e-01,9.386435897194905786e-01,9.405836757395784176e+00,9.344476110105748745e+00,1.601360356965335185e+01,9.354655533154475622e-01,9.347815577341255233e-01,9.341708669438854029e-01,6.323107770575091102e+00,6.323114172447888315e+00,9.332509506884882455e+00,6.322781049768760653e+00,1.575942420056122018e+01,6.322526019226057059e+00,7.534845810182034143e+00,7.614202255938169905e+00,1.028256900954078645e+01
1.321041056208267150e+01,1.320416520791899373e+01,1.434939408335681676e+01,1.362010876541174831e+01,1.245509715597732558e+01,1.028772703393298293e+01,1.458093011406601924e+01,1.370563247376153804e+01,1.597030662457936856e+01,6.332463759053493568e+00,1.514703851150332170e+01,1.279859588388349145e+01,7.742060974573949927e+00,1.407389412253152550e+01,6.322970990789245072e+00,1.667617408564635184e+01,1.601278503069456605e+01,9.351099182839838209e-01,9.358835890478307551e-01,9.350450135332458723e-01,1.365524737335481653e+01,9.347852118076463990e-01,9.326019785422884345e-01,4.793938461956955166e+00,1.390055025593135696e+01,1.098041785546040927e+01,1.150643694251060190e+01,6.322051129011470039e+00
1.584092189187530231e+01,1.287867086838230435e+01,1.361363842899225673e+01,1.826255968636957761e+01,1.527836721890626492e+01,2.001252262228076262e+01,2.314596819308775011e+01,1.647054942650315468e+01,2.032223078543754013e+01,2.328806738746665772e+01,2.703910862648502800e+01,1.954021748986860274e+01,2.350762320219036638e+01,2.001997320313499884e+01,2.170240295135329589e+01,1.996668938530320858e+01,1.887965807893642278e+01,1.914984713778603620e+01,2.169123343702183604e+01,2.494097464583186508e+01,1.978698749143673297e+01,1.976323977724943504e+01,1.914463829752788016e+01,1.887868575626579926e+01,1.992503148649021583e+01,1.970274230842268892e+01,2.191323734629618158e+01,2.473121469125871030e+01
1.346785953233564470e+01,1.319957668873709267e+01,1.517255875396904052e+01,1.592927984834840238e+01,1.309031151788928504e+01,1.429491788108165728e+01,1.336228505510050546e+01,6.343677729965500944e+00,1.829175942446570247e+01,1.285774970773031534e+01,9.584822228185675641e+00,6.323642680994768561e+00,6.323841532695229972e+00,6.323201643560117269e+00,1.601185841944965915e+01,9.351652430192828325e-01,7.797287460260206693e+00,1.191263913021784759e+01,1.085464736562765253e+01,9.341675682720635976e-01,1.030535266638912617e+01,1.031602949153933224e+01,6.322418122129818130e+00,1.028546477752092336e+01,1.035578483158940166e+01,1.106747042694780525e+01,6.322120527300325143e+00,1.662313564974811442e+01
1.569982577250195810e+01,1.238652764059820655e+01,1.399407959751265373e+01,1.352952632806934119e+01,1.309478395546199003e+01,1.031129430881683007e+01,1.431406307466029304e+01,1.024599953829981658e+01,8.809546214429216704e+00,1.095570362836157585e+01,1.275690858564272823e+01,6.324549578005912664e+00,8.948689459803805590e+00,6.324218066560264084e+00,8.079431851919306240e+00,1.750774675131446045e+01,6.323484128257540249e+00,6.323295100739978913e+00,6.323974781476758622e+00,7.607095468928356752e+00,6.322754267078133594e+00,8.856736885119126157e+00,1.215232366321578716e+01,6.322340743613643177e+00,1.757364315003926336e+01,1.183253101713778577e+01,6.322042857505259406e+00,6.322209541049081061e+00
1.239126465956580070e+01,1.287491569985913742e+01,1.350348967248655185e+01,1.354883632994370046e+01,1.592546829337934611e+01,2.421323070101525232e+01,2.109720069169246415e+01,2.550100289715074098e+01,2.172438364196422711e+01,1.888478549240187832e+01,2.222476497575752319e+01,1.259947497744474276e+01,1.388968429691622042e+01,1.259911605134450596e+01,1.259830608195337831e+01,1.259878491795290500e+01,1.404281484107186095e+01,1.848995869058257924e+01,1.788565286495946083e+01,1.259888264195870633e+01,2.157400518938719713e+01,1.887877804562885586e+01,1.915830302058396128e+01,1.887894818931249574e+01,2.027633208291701550e+01,1.887887196457017680e+01,2.227480412330508486e+01,2.473765956633419805e+01
1.622127601317198042e+01,1.520416883832250221e+01,1.591142527197527912e+01,1.518499813707838264e+01,1.627444432044240585e+01,1.361984211229004238e+01,1.404031817244862879e+01,1.370495226903777919e+01,1.553469946492518261e+01,5.517853127529874335e+00,1.298898539672634200e+01,9.384068588776915965e-01,5.124682612285395678e+00,1.326412983855795602e+01,8.024050952324618180e+00,9.348240566419997455e-01,9.454040468752248572e+00,9.350124679556295337e-01,1.601017997022978534e+01,9.353713649970675226e-01,9.350463662431609535e-01,9.366828360995216318e-01,9.341261079048183147e-01,7.582924798375408670e+00,7.619100806071883447e+00,6.322180933137913073e+00,6.322105289636485104e+00,6.321965175096505796e+00
